"Data Source	World Development Indicators																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"																																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Updated Date	9/16/2022																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"																																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.3,6.1,4.4,5.8,6.4,6.5,2.5,4.8,3.1,-0.283491263,3.293351639,5.258907357,5.645722556,-0.540551652,-0.205456065,5.388139287,4.624153065,5.535304958,3.166145308,-0.256749674,2.537719307,-1.802887409,4.583913355,7.23663315,4.169656223,3.462645971,3.45925199,4.177061291,3.67264815,1.885964957,-0.108264791,3.522440527,2.751781051,4.02879326,2.684217272,3.772565499,4.447174945,4.481394432,4.794499045,4.077159479,0.954338729,1.695942923,2.796209101,3.852552601,3.48322032,2.782810626,2.010507552,0.122188443,-2.599888351,2.708856694,1.54989495,2.280687603,1.841875395,2.287775933,2.706369582,1.667472076,2.255680481,2.918856897,2.288869868,-3.404589652,5.671107191
