"Data Source	World Development Indicators																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"																																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Last Updated Date	9/16/2022																																																																",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"																																																																	",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.677118943,1.102909649,4.874383998,5.533659386,2.142176544,1.573100414,2.786474642,5.441083438,1.924096835,6.317906666,3.504717351,4.321667667,6.523848445,-2.484404003,-1.47364947,2.910266178,2.45775046,4.204260549,3.74901651,-2.031367788,-0.787743816,1.994891312,4.221856277,2.269105178,4.147414998,3.150340543,5.392738307,5.732413722,2.577602692,0.73375552,-1.103121662,0.401082076,2.489830985,3.846009168,2.531670005,2.428542895,4.90902574,3.153973375,2.990111445,3.672369105,2.072656279,2.123222773,3.029889927,2.355629762,2.59328001,2.584104677,2.269486875,-0.239638085,-4.247356266,2.131438198,1.457563391,1.469887521,1.890018342,2.991164814,2.622596679,2.263463538,2.134453093,1.650925496,1.671944197,-9.270410835,7.441273093
